series_ticker,discovered_via,tier,engine,family,model_output,priced_by,map_notes,event_ticker,market_ticker,title,subtitle,market_status,yes_bid,yes_ask,mid,last_price,volume,open_interest,liquidity_$
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-LKANG19,Will Lee Kang-in score a goal in the 2026 Men's FIFA World Cup?,Lee Kang-in,active,0.0,0.03,0.015,0.01,228.00,228.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-LJAES7,Will Lee Jae-sung score a goal in the 2026 Men's FIFA World Cup?,Lee Jae-sung,active,0.0,0.03,0.015,0.01,160.00,160.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-LHANBE2,Will Lee Hanbeom score a goal in the 2026 Men's FIFA World Cup?,Lee Hanbeom,active,0.0,0.03,0.015,0.01,160.00,160.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-LGIHY3,Will Lee Gi-hyuk score a goal in the 2026 Men's FIFA World Cup?,Lee Gi-hyuk,active,0.0,0.03,0.015,0.01,228.00,228.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-LDONG26,Will Lee Dong-gyeong score a goal in the 2026 Men's FIFA World Cup?,Lee Dong-gyeong,active,0.0,0.03,0.015,0.01,228.00,228.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-KTAEH5,Will Kim Tae-hyeon score a goal in the 2026 Men's FIFA World Cup?,Kim Tae-hyeon,active,0.0,0.02,0.01,0.01,220.00,220.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-KMOON15,Will Kim Moon-hwan score a goal in the 2026 Men's FIFA World Cup?,Kim Moon-hwan,active,0.0,0.01,0.005,0.01,8682.43,8682.43,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-KMINJ3,Will Kim Min-jae score a goal in the 2026 Men's FIFA World Cup?,Kim Min-jae,active,0.0,0.02,0.01,0.02,471.30,471.30,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-KJING24,Will Kim Jin-gyu score a goal in the 2026 Men's FIFA World Cup?,Kim Jin-gyu,active,0.0,0.02,0.01,0.02,453.95,453.95,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-JCASTR17,Will Jens Castrop score a goal in the 2026 Men's FIFA World Cup?,Jens Castrop,active,0.0,0.02,0.01,0.02,453.95,453.95,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-HHEEC11,Will Hwang Hee-chan score a goal in the 2026 Men's FIFA World Cup?,Hwang Hee-chan,active,0.0,0.02,0.01,0.02,8007.48,7952.48,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-EJISU25,Will Eom Ji-sung score a goal in the 2026 Men's FIFA World Cup?,Eom Ji-sung,active,0.0,0.02,0.01,0.01,194.00,194.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-CGUES9,Will Cho Gue-sung score a goal in the 2026 Men's FIFA World Cup?,Cho Gue-sung,active,0.0,0.01,0.005,0.01,6454.58,6359.15,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26KOR,KXWCPLAYERGOALS-26KOR-BJOON17,Will Bae Joon-ho score a goal in the 2026 Men's FIFA World Cup?,Bae Joon-ho,active,0.0,0.02,0.01,0.02,3997.45,3939.38,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-SMANE10,Will Sadio Mane score a goal in the 2026 Men's FIFA World Cup?,Sadio Mane,active,0.03,0.92,0.475,0.8,24.00,24.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-PSARR29,Will Pape Matar Sarr score a goal in the 2026 Men's FIFA World Cup?,Pape Matar Sarr,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-PCISS6,Will Pathe Ciss score a goal in the 2026 Men's FIFA World Cup?,Pathe Ciss,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-NJACKS11,Will Nicolas Jackson score a goal in the 2026 Men's FIFA World Cup?,Nicolas Jackson,active,0.03,0.94,0.485,0.8,10.00,10.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-MSARR19,Will Mamadou Sarr score a goal in the 2026 Men's FIFA World Cup?,Mamadou Sarr,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-MNIAKH19,Will Moussa Niakhate score a goal in the 2026 Men's FIFA World Cup?,Moussa Niakhate,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-LCAMAR15,Will Lamine Camara score a goal in the 2026 Men's FIFA World Cup?,Lamine Camara,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-KKOULI3,Will Kalidou Koulibaly score a goal in the 2026 Men's FIFA World Cup?,Kalidou Koulibaly,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-KDIATT27,Will Krepin Diatta score a goal in the 2026 Men's FIFA World Cup?,Krepin Diatta,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-IJAKOB4,Will Ismail Jakobs score a goal in the 2026 Men's FIFA World Cup?,Ismail Jakobs,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-IGUEYE27,Will Idrissa Gana Gueye score a goal in the 2026 Men's FIFA World Cup?,Idrissa Gana Gueye,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-EDIOUF12,Will El Hadji Malick Diouf score a goal in the 2026 Men's FIFA World Cup?,El Hadji Malick Diouf,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-CNDIAY19,Will Cherif Ndiaye score a goal in the 2026 Men's FIFA World Cup?,Cherif Ndiaye,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-BSAPOK39,Will Bara Sapoko Ndiaye score a goal in the 2026 Men's FIFA World Cup?,Bara Sapoko Ndiaye,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-BDIENG12,Will Bamba Dieng score a goal in the 2026 Men's FIFA World Cup?,Bamba Dieng,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-ASECK4,Will Abdoulaye Seck score a goal in the 2026 Men's FIFA World Cup?,Abdoulaye Seck,active,0.03,0.97,0.5,0.99,80.00,80.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-AMENDY33,Will Antoine Mendy score a goal in the 2026 Men's FIFA World Cup?,Antoine Mendy,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26SEN,KXWCPLAYERGOALS-26SEN-ADIAO38,Will Assane Diao score a goal in the 2026 Men's FIFA World Cup?,Assane Diao,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-XSCHLA24,Will Xaver Schlager score a goal in the 2026 Men's FIFA World Cup?,Xaver Schlager,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-SPOSCHNA,Will Stefan Posch score a goal in the 2026 Men's FIFA World Cup?,Stefan Posch,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-PWIMME39,Will Patrick Wimmer score a goal in the 2026 Men's FIFA World Cup?,Patrick Wimmer,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-PWANNE10,Will Paul Wanner score a goal in the 2026 Men's FIFA World Cup?,Paul Wanner,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-PMWENE2,Will Philipp Mwene score a goal in the 2026 Men's FIFA World Cup?,Philipp Mwene,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-PLIENH3,Will Philipp Lienhart score a goal in the 2026 Men's FIFA World Cup?,Philipp Lienhart,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-NSEIWA13,Will Nicolas Seiwald score a goal in the 2026 Men's FIFA World Cup?,Nicolas Seiwald,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-MSVOBO25,Will Michael Svoboda score a goal in the 2026 Men's FIFA World Cup?,Michael Svoboda,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-MGREGO38,Will Michael Gregoritsch score a goal in the 2026 Men's FIFA World Cup?,Michael Gregoritsch,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-MFRIED32,Will Marco Friedl score a goal in the 2026 Men's FIFA World Cup?,Marco Friedl,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-KLAIME27,Will Konrad Laimer score a goal in the 2026 Men's FIFA World Cup?,Konrad Laimer,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-KDANSO4,Will Kevin Danso score a goal in the 2026 Men's FIFA World Cup?,Kevin Danso,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-FGRILL27,Will Florian Grillitsch score a goal in the 2026 Men's FIFA World Cup?,Florian Grillitsch,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-DALABA4,Will David Alaba score a goal in the 2026 Men's FIFA World Cup?,David Alaba,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-DAFFEN22,Will David Affengruber score a goal in the 2026 Men's FIFA World Cup?,David Affengruber,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-CCHUKW17,Will Carney Chukwuemeka score a goal in the 2026 Men's FIFA World Cup?,Carney Chukwuemeka,active,0.03,0.92,0.475,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-CBAUMG14,Will Christoph Baumgartner score a goal in the 2026 Men's FIFA World Cup?,Christoph Baumgartner,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-ASCHOP26,Will Alessandro Schopf score a goal in the 2026 Men's FIFA World Cup?,Alessandro Schopf,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26AUT,KXWCPLAYERGOALS-26AUT-APRASS22,Will Alexander Prass score a goal in the 2026 Men's FIFA World Cup?,Alexander Prass,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-TOLUWA21,Will Tani Oluwaseyi score a goal in the 2026 Men's FIFA World Cup?,Tani Oluwaseyi,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-TBUCHA17,Will Tajon Buchanan score a goal in the 2026 Men's FIFA World Cup?,Tajon Buchanan,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-RLARYE22,Will Richie Laryea score a goal in the 2026 Men's FIFA World Cup?,Richie Laryea,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-NSIGUR23,Will Niko Sigur score a goal in the 2026 Men's FIFA World Cup?,Niko Sigur,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-MFLORE26,Will Marcelo Flores score a goal in the 2026 Men's FIFA World Cup?,Marcelo Flores,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-MCHOIN66,Will Mathieu Choiniere score a goal in the 2026 Men's FIFA World Cup?,Mathieu Choiniere,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-MBOMBI64,Will Moise Bombito score a goal in the 2026 Men's FIFA World Cup?,Moise Bombito,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-LMILLA11,Will Liam Millar score a goal in the 2026 Men's FIFA World Cup?,Liam Millar,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-LDEFO4,Will Luc De Fougerolles score a goal in the 2026 Men's FIFA World Cup?,Luc De Fougerolles,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-JWATER16,Will Joel Waterman score a goal in the 2026 Men's FIFA World Cup?,Joel Waterman,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-JSHAFF18,Will Jacob Shaffelburg score a goal in the 2026 Men's FIFA World Cup?,Jacob Shaffelburg,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-JOSORI21,Will Jonathan Osorio score a goal in the 2026 Men's FIFA World Cup?,Jonathan Osorio,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-IKONE90,Will Ismael Kone score a goal in the 2026 Men's FIFA World Cup?,Ismael Kone,active,0.0,0.1,0.05,0.01,155.00,155.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-DCORNE13,Will Derek Cornelius score a goal in the 2026 Men's FIFA World Cup?,Derek Cornelius,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-AJONES3,Will Alfie Jones score a goal in the 2026 Men's FIFA World Cup?,Alfie Jones,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-AJOHNS2,Will Alistair Johnston score a goal in the 2026 Men's FIFA World Cup?,Alistair Johnston,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-ADAVIE19,Will Alphonso Davies score a goal in the 2026 Men's FIFA World Cup?,Alphonso Davies,active,0.03,0.92,0.475,0.95,1.00,1.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26CAN,KXWCPLAYERGOALS-26CAN-AAHMED20,Will Ali Ahmed score a goal in the 2026 Men's FIFA World Cup?,Ali Ahmed,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-THEGGE14,Will Torbjorn Heggem score a goal in the 2026 Men's FIFA World Cup?,Torbjorn Heggem,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-SLANGA24,Will Sondre Klingen Langas score a goal in the 2026 Men's FIFA World Cup?,Sondre Klingen Langas,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-SBERGE16,Will Sander Berge score a goal in the 2026 Men's FIFA World Cup?,Sander Berge,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-PBERG7,Will Patrick Berg score a goal in the 2026 Men's FIFA World Cup?,Patrick Berg,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-OBOBB14,Will Oscar Bobb score a goal in the 2026 Men's FIFA World Cup?,Oscar Bobb,active,0.03,0.92,0.475,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-MTHORS2,Will Morten Thorsby score a goal in the 2026 Men's FIFA World Cup?,Morten Thorsby,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-MODEGA8,Will Martin Odegaard score a goal in the 2026 Men's FIFA World Cup?,Martin Odegaard,active,0.03,0.92,0.475,0.94,100.05,100.05,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-KTHORS42,Will Kristian Thorstvedt score a goal in the 2026 Men's FIFA World Cup?,Kristian Thorstvedt,active,0.03,0.79,0.41,0.94,452.34,451.21,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-KAJER20,Will Kristoffer Ajer score a goal in the 2026 Men's FIFA World Cup?,Kristoffer Ajer,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-JRYERS26,Will Julian Ryerson score a goal in the 2026 Men's FIFA World Cup?,Julian Ryerson,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-JLARSE22,Will Jorgen Strand Larsen score a goal in the 2026 Men's FIFA World Cup?,Jorgen Strand Larsen,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-JHAUGE10,Will Jens Hauge score a goal in the 2026 Men's FIFA World Cup?,Jens Hauge,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
KXWCPLAYERGOALS,catalog,D,none,player_goal_count,—,none,OUT OF SCOPE — player-level,KXWCPLAYERGOALS-26NOR,KXWCPLAYERGOALS-26NOR-HFALCH25,Will Henrik Falchener score a goal in the 2026 Men's FIFA World Cup?,Henrik Falchener,active,0.03,0.94,0.485,0.0,0.00,0.00,0.0000
